"ape_preco","ape_precom2","ape_area","ape_dorm","ape_suite","ape_banheiro","ape_vaga","cond_nome","cond_end","cond_ano","cond_n_torres","cond_elevador","salao.de.festas","espaco.gourmet","academia","salao.de.jogos","brinquedoteca","playground","churrasqueira","quadra","area.verde","piscina","espaco.zen","lavanderia","coworking","espaco.mulher","salao.de.festas.infantil","zeu","sp_nome","latitude","longitude","gi_df"
521253.96,7239.64,72,3,1,2,2,"BARCELONA HORTO FLORESTAL","r raul dias, 300 . parque mandaqui",2009,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"SANTANA-TUCURUVI",-23.4741738,-46.6327624,1
276358.97,6961.18,39.7,1,0,1,0,"BARCELONA METRO PENHA","rodeio, 169 . vila aricanduva",2022,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"PENHA",-23.5348805,-46.5411998,1
394684.98,7893.7,50,2,0,1,1,"BARCELONA METRO PENHA","rodeio, 169 . vila aricanduva",2022,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"PENHA",-23.5348805,-46.5411998,1
1010935.88,12013.5,84.15,3,2,3,2,"BARCELONETA","r sao constancio, 380 . chacara santo antonio",2016,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"ARICANDUVA-FORMOSA-CARRAO",-23.5614872,-46.5515726,1
1404636.49,12709.33,110.52,3,2,3,2,"BARCELONETA","r sao constancio, 380 . chacara santo antonio",2016,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"ARICANDUVA-FORMOSA-CARRAO",-23.5614872,-46.5515726,1
1263968.24,12967.77,97.47,3,1,2,2,"BARCELONETA","r sao constancio, 380 . chacara santo antonio",2016,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"ARICANDUVA-FORMOSA-CARRAO",-23.5614872,-46.5515726,1
1587419.97,9766.33,162.54,3,3,3,3,"BARCELONETA","r sao constancio, 380 . chacara santo antonio",2016,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"ARICANDUVA-FORMOSA-CARRAO",-23.5614872,-46.5515726,1
749748.57,8185.92,91.59,3,1,2,2,"BARRA DO SAHY","r abrahao miguel do carmo, 113 . vila guarani",2010,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,"JABAQUARA",-23.632758,-46.6352071,1
730671.9,8538.89,85.57,3,1,2,2,"BARRA DO UNA","r catulo da paixao cearense, 566 . saude",2007,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.6153782,-46.6308517,1
278158.23,6375.39,43.63,2,0,1,0,"BARRA FUNDA PARK I","r francisco luis de souza junior, 327 . parque industrial tomas edson",2012,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"LAPA",-23.5140589,-46.6893545,1
306606.24,7027.41,43.63,2,0,1,1,"BARRA FUNDA PARK I","r francisco luis de souza junior, 327 . parque industrial tomas edson",2012,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"LAPA",-23.5140589,-46.6893545,1
283721.4,6502.9,43.63,2,0,1,0,"BARRA FUNDA PARK II","r francisco luis de souza junior, 327 . parque industrial tomas edson",2012,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"LAPA",-23.5140589,-46.6893545,1
312738.36,7167.97,43.63,2,0,1,1,"BARRA FUNDA PARK II","r francisco luis de souza junior, 327 . parque industrial tomas edson",2012,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"LAPA",-23.5140589,-46.6893545,1
283721.4,6502.9,43.63,2,0,1,0,"BARRA FUNDA PARK III","r francisco luis de souza junior, 327 . parque industrial tomas edson",2012,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"LAPA",-23.5140589,-46.6893545,1
312738.36,7167.97,43.63,2,0,1,1,"BARRA FUNDA PARK III","r francisco luis de souza junior, 327 . parque industrial tomas edson",2012,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"LAPA",-23.5140589,-46.6893545,1
910537.14,14008.26,65,2,1,2,2,"BARRA PARK","r dos americanos, 185 . barra funda",2015,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,"SE",-23.5253684,-46.6555486,1
807111.04,12417.09,65,2,1,2,1,"BARRA PARK","r dos americanos, 185 . barra funda",2015,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,"SE",-23.5253684,-46.6555486,1
1088327.9,13112.39,83,3,1,2,2,"BARRA PARK","r dos americanos, 185 . barra funda",2015,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,"SE",-23.5253684,-46.6555486,1
4294548.51,12819.55,335,4,4,4,5,"BAUHAUS","r candido lacerda, 241 . jardim analia franco",2010,2,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"ARICANDUVA-FORMOSA-CARRAO",-23.5540208,-46.5657758,1
7597208.91,12811.49,593,4,4,4,8,"BAUHAUS","r candido lacerda, 241 . jardim analia franco",2010,2,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"ARICANDUVA-FORMOSA-CARRAO",-23.5540208,-46.5657758,1
400260.11,18193.64,22,1,0,1,0,"BAUHAUS PINHEIROS","francisco leitao, 265 . pinheiros",0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,"PINHEIROS",-23.5624169,-46.6806258,1
662965.73,20089.87,33,1,0,1,1,"BAUHAUS PINHEIROS","francisco leitao, 265 . pinheiros",0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,"PINHEIROS",-23.5624169,-46.6806258,1
1971130.2,20532.61,96,3,3,3,2,"BAUHAUS PINHEIROS","francisco leitao, 265 . pinheiros",0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,"PINHEIROS",-23.5624169,-46.6806258,1
1363029.83,19754.05,69,2,2,2,1,"BAUHAUS PINHEIROS","francisco leitao, 265 . pinheiros",0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,"PINHEIROS",-23.5624169,-46.6806258,1
7214098.65,22861.25,315.56,4,4,4,5,"BAUMAN JARDINS","al itu, 911 . cerqueira cesar",2010,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5620069,-46.6617199,1
8507312.9,22840.88,372.46,4,4,4,5,"BAUMAN JARDINS","al itu, 911 . cerqueira cesar",2010,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5620069,-46.6617199,1
1130885.28,23389.56,48.35,1,1,1,1,"BC BELA CINTRA","r bela cintra, 561 . consolacao",2016,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.553453,-46.6577502,1
844066.55,26115.92,32.32,1,0,1,1,"BE DESIGN","r baluarte, 125 . vila olimpia",2016,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5990948,-46.6744854,1
764794.2,26120.02,29.28,1,0,1,1,"BE DESIGN","r baluarte, 125 . vila olimpia",2016,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5990948,-46.6744854,1
982207.81,19786.61,49.64,1,0,1,1,"BE DESIGN","r baluarte, 125 . vila olimpia",2016,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5990948,-46.6744854,1
1195273.16,19133.55,62.47,1,0,1,1,"BE DESIGN","r baluarte, 125 . vila olimpia",2016,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5990948,-46.6744854,1
1132557.69,19189.39,59.02,1,0,1,1,"BE DESIGN","r baluarte, 125 . vila olimpia",2016,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5990948,-46.6744854,1
388405.14,6377.76,60.9,2,1,1,1,"BE HAPPY","r nossa senhora das merces, 687 . vila moraes",2011,2,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,"IPIRANGA",-23.6234813,-46.6073055,1
504245.27,6872.63,73.37,3,1,2,1,"BE HAPPY","r nossa senhora das merces, 687 . vila moraes",2011,2,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,"IPIRANGA",-23.6234813,-46.6073055,1
317717.04,6894.89,46.08,2,0,1,1,"BE LIFE","est pirajussara-valo velho, 1666 . jardim mitisutani",2015,3,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,"CAMPO LIMPO",-23.6474458,-46.7920295,1
767912.92,23440.57,32.76,1,1,1,1,"BE PAULISTA","r alvaro guimaraes, 9 . bela vista",2015,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"SE",-23.5708508,-46.6414329,1
664787.92,22519.92,29.52,1,1,1,1,"BE PAULISTA","r alvaro guimaraes, 9 . bela vista",2015,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"SE",-23.5708508,-46.6414329,1
799218.72,22979.27,34.78,1,0,1,1,"BE PAULISTA","r alvaro guimaraes, 9 . bela vista",2015,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"SE",-23.5708508,-46.6414329,1
714881.19,12541.78,57,1,1,1,0,"BE URBAN","r joaquim guarani, 85 . chacara santo antonio",2021,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,"SANTO AMARO",-23.6284602,-46.6898057,1
451503.91,12541.78,36,1,1,1,0,"BE URBAN","r joaquim guarani, 85 . chacara santo antonio",2021,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,"SANTO AMARO",-23.6284602,-46.6898057,1
363711.48,12541.78,29,1,0,1,0,"BE URBAN","r joaquim guarani, 85 . chacara santo antonio",2021,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,"SANTO AMARO",-23.6284602,-46.6898057,1
238293.73,12541.78,19,1,0,1,0,"BE URBAN","r joaquim guarani, 85 . chacara santo antonio",2021,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,"SANTO AMARO",-23.6284602,-46.6898057,1
976437.93,15066.16,64.81,2,1,2,1,"BEAT CHACARA KLABIN","r davi hume, 113 . chacara klabin",2013,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.595067,-46.6243266,1
733941.62,15418.94,47.6,1,1,1,1,"BEAT CHACARA KLABIN","r davi hume, 113 . chacara klabin",2013,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.595067,-46.6243266,1
817410.3,15868.96,51.51,2,1,2,1,"BEAT CHACARA KLABIN","r davi hume, 113 . chacara klabin",2013,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.595067,-46.6243266,1
206316.35,4841.97,42.61,2,0,1,0,"BEGONIA PARQUE DAS FLORES",NA,2022,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1
892659.52,17400.77,51.3,1,0,1,1,"BELA CINTRA","r bela cintra, 201 . consolacao",2013,2,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,"SE",-23.5520176,-46.6547217,1
1881317.63,15466.27,121.64,2,1,2,2,"BELA CINTRA","r bela cintra, 201 . consolacao",2013,2,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,"SE",-23.5520176,-46.6547217,1
1283025.49,16669.16,76.97,2,0,1,1,"BELA CINTRA","r bela cintra, 201 . consolacao",2013,2,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,"SE",-23.5520176,-46.6547217,1
1767478.59,17699.57,99.86,1,0,1,2,"BELA CINTRA","r bela cintra, 201 . consolacao",2013,2,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,"SE",-23.5520176,-46.6547217,1
233915.85,5847.9,40,2,0,1,1,"BELA MARAJOARA","av miguel yunes, 735 . jardim sabara",2021,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"SANTO AMARO",-23.6922227,-46.6846047,1
214028.27,4723.64,45.31,2,0,1,1,"BELA VISTA","r constantino palumbo, 300 . anhanguera",2020,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"PERUS",-23.4471686,-46.7904367,1
236569.43,4768.58,49.61,2,0,1,1,"BELA VISTA","r constantino palumbo, 300 . anhanguera",2020,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"PERUS",-23.4471686,-46.7904367,1
252741.25,5265.43,48,2,0,1,1,"BELA VISTA","r doutor heitor nascimento, 41 . nossa senhora do o",2020,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,"FREGUESIA-BRASILANDIA",-23.4967155,-46.7047977,1
897823.7,11805.7,76.05,3,1,2,2,"BELATTO","r campo largo, 956 . vila bertioga",2013,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,"MOOCA",-23.5657064,-46.5775791,1
880328.28,10314.33,85.35,3,1,2,2,"BELATTO","r campo largo, 956 . vila bertioga",2013,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,"MOOCA",-23.5657064,-46.5775791,1
1527864.59,10358.4,147.5,3,1,2,3,"BELATTO","r campo largo, 956 . vila bertioga",2013,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,"MOOCA",-23.5657064,-46.5775791,1
389057.69,16210.74,24,1,0,1,0,"BELINT BELA CINTRA","r bela cintra, 237 . consolacao",2022,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.5522967,-46.6549671,1
425771.52,15476.97,27.51,1,0,1,0,"BELINT BELA CINTRA","r bela cintra, 237 . consolacao",2022,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.5522967,-46.6549671,1
468641.98,15476.94,30.28,1,0,1,0,"BELINT BELA CINTRA","r bela cintra, 237 . consolacao",2022,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.5522967,-46.6549671,1
597100.7,15476.96,38.58,1,0,1,0,"BELINT BELA CINTRA","r bela cintra, 237 . consolacao",2022,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.5522967,-46.6549671,1
748156.5,15448.2,48.43,1,0,1,0,"BELINT BELA CINTRA","r bela cintra, 237 . consolacao",2022,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.5522967,-46.6549671,1
462142.24,15476.97,29.86,1,0,1,0,"BELINT BELA CINTRA","r bela cintra, 237 . consolacao",2022,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.5522967,-46.6549671,1
497274.79,15515.59,32.05,1,0,1,0,"BELINT BELA CINTRA","r bela cintra, 237 . consolacao",2022,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.5522967,-46.6549671,1
790873.1,15476.97,51.1,1,0,1,0,"BELINT BELA CINTRA","r bela cintra, 237 . consolacao",2022,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.5522967,-46.6549671,1
527299.61,8691.28,60.67,1,0,1,0,"BELINT BELA CINTRA","r bela cintra, 237 . consolacao",2022,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.5522967,-46.6549671,1
698201.41,15234.6,45.83,1,0,1,0,"BELINT BELA CINTRA","r bela cintra, 237 . consolacao",2022,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.5522967,-46.6549671,1
419262.62,10481.57,40,1,0,1,1,"BELIVE TATUAPE","r candido vale, 272 . tatuape",2018,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,"MOOCA",-23.5373876,-46.5685695,1
279250.72,10498.15,26.6,1,0,1,0,"BELIVE TATUAPE","r candido vale, 272 . tatuape",2018,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,"MOOCA",-23.5373876,-46.5685695,1
311585.01,11713.72,26.6,1,0,1,1,"BELIVE TATUAPE","r candido vale, 272 . tatuape",2018,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,"MOOCA",-23.5373876,-46.5685695,1
500705.92,6636.26,75.45,3,1,2,1,"BELL ACQUA","av francisco nobrega barbosa, 200 . guarapiranga",2010,2,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,"M'BOI MIRIM",-23.6693189,-46.7293861,1
555701.28,7365.15,75.45,3,1,2,2,"BELL ACQUA","av francisco nobrega barbosa, 200 . guarapiranga",2010,2,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,"M'BOI MIRIM",-23.6693189,-46.7293861,1
577290.01,9457.56,61.04,3,1,2,1,"BELLA ANHAIA MELLO","av avenida casa grande, 900 . jardim cotiana",2015,2,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,"SAPOPEMBA",-23.6038408,-46.5177662,1
484442.99,9458.09,51.22,2,1,2,1,"BELLA ANHAIA MELLO","av avenida casa grande, 900 . jardim cotiana",2015,2,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,"SAPOPEMBA",-23.6038408,-46.5177662,1
618407.92,9527.15,64.91,3,1,2,1,"BELLA ANHAIA MELLO","av professor luiz ignacio anhaia mello, 8960 . jardim cotiana",2015,2,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,"SAPOPEMBA",-23.6030126,-46.5167431,1
665279.03,9527.12,69.83,3,1,2,1,"BELLA ANHAIA MELLO","av professor luiz ignacio anhaia mello, 8960 . jardim cotiana",2015,2,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,"SAPOPEMBA",-23.6030126,-46.5167431,1
591883.96,9696.65,61.04,3,1,2,1,"BELLA ANHAIA MELLO","av professor luiz ignacio anhaia mello, 8960 . jardim cotiana",2015,2,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,"SAPOPEMBA",-23.6030126,-46.5167431,1
496688.38,9697.16,51.22,2,0,1,1,"BELLA ANHAIA MELLO","av professor luiz ignacio anhaia mello, 8960 . jardim cotiana",2015,2,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,"SAPOPEMBA",-23.6030126,-46.5167431,1
951100.17,14632.31,65,2,1,2,1,"BELLA BONINA","al das boninas, 306 . mirandopolis",2019,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.6049188,-46.6395555,1
1509626.77,15890.81,95,3,1,2,2,"BELLA BONINA","al das boninas, 306 . mirandopolis",2019,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.6049188,-46.6395555,1
1684957.26,14620.02,115.25,3,1,2,2,"BELLA VILA MARIANA","r correia de lemos, 498 . chacara inglesa",2014,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.6071589,-46.6329644,1
2100398.26,14239.98,147.5,3,1,2,3,"BELLA VILA MARIANA","r correia de lemos, 498 . chacara inglesa",2014,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.6071589,-46.6329644,1
2192258.17,14189.37,154.5,3,1,2,3,"BELLA VILA MARIANA","r correia de lemos, 498 . chacara inglesa",2014,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.6071589,-46.6329644,1
1086306.27,15408.6,70.5,2,1,2,2,"BELLA VILA MARIANA","r correia de lemos, 498 . chacara inglesa",2014,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.6071589,-46.6329644,1
982876.87,13941.52,70.5,2,1,2,1,"BELLA VILA MARIANA","r correia de lemos, 498 . chacara inglesa",2014,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.6071589,-46.6329644,1
224935.16,4686.15,48,2,0,1,1,"BELLA VISTA","r cortegaca, 97 . jardim guaruja",2021,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"CAMPO LIMPO",-23.6900216,-46.793481,1
268010.81,6381.2,42,2,0,1,1,"BELLA VISTA","r silverio neri, 225 . jacana",2021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SANTANA-TUCURUVI",-23.469884,-46.5909458,1
238231.83,5672.19,42,2,0,1,0,"BELLA VISTA","r silverio neri, 225 . jacana",2021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SANTANA-TUCURUVI",-23.469884,-46.5909458,1
349617.31,12486.33,28,1,0,1,0,"BELLA VISTA PAULICEIA","r francisca miquelina, 277 . bela vista",2021,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"SE",-23.5543696,-46.6397858,1
558160.97,12133.93,46,2,0,1,0,"BELLA VISTA PAULICEIA","r francisca miquelina, 277 . bela vista",2021,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"SE",-23.5543696,-46.6397858,1
233078.21,12948.79,18,1,0,1,0,"BELLA VISTA PAULICEIA","r francisca miquelina, 277 . bela vista",2021,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"SE",-23.5543696,-46.6397858,1
271923.76,12948.75,21,1,0,1,0,"BELLA VISTA PAULICEIA","r francisca miquelina, 277 . bela vista",2021,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"SE",-23.5543696,-46.6397858,1
423220.96,10076.69,42,1,0,1,0,"BELLA VISTA PAULICEIA","r francisca miquelina, 277 . bela vista",2021,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"SE",-23.5543696,-46.6397858,1
964401.12,8503.67,113.41,4,1,2,3,"BELLA VITTA","r clemente pereira, 148 . ipiranga",2011,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,"IPIRANGA",-23.5984249,-46.6039664,1
762592.53,8964.3,85.07,3,1,2,2,"BELLA VITTA","r clemente pereira, 148 . ipiranga",2011,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,"IPIRANGA",-23.5984249,-46.6039664,1
401982.96,8738.76,46,2,0,1,1,"BELLADORA","r joaquim moraes, 358 . vila santa catarina",2011,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,"JABAQUARA",-23.6507837,-46.6614249,1
536800.6,8800.01,61,3,0,1,1,"BELLADORA","r joaquim moraes, 358 . vila santa catarina",2011,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,"JABAQUARA",-23.6507837,-46.6614249,1
963164.31,7501.27,128.4,4,2,3,3,"BELLAGIO","r doutor nogueira martins, 75 . saude",2009,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.6158925,-46.6361693,1
745551.06,9227.12,80.8,3,1,2,2,"BELLAGIO","av lacerda franco, 484 . aclimacao",2009,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,"SE",-23.5667869,-46.6233649,1
723464.75,8027.78,90.12,3,1,2,3,"BELLAGIO II","r manoel carneiro silva, 285 . bosque da saude",2009,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"IPIRANGA",-23.6146107,-46.6243266,1
1201661.07,6684.44,179.77,3,1,2,3,"BELLAGIO II","r manoel carneiro silva, 285 . bosque da saude",2009,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"IPIRANGA",-23.6146107,-46.6243266,1
255970.61,5622.03,45.53,2,1,2,1,"BELLAGIO RESIDENCIAL CLUBE","av padre orlando garcia da silveira, 566 . vila penteado",2011,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,"FREGUESIA-BRASILANDIA",-23.4693207,-46.6783243,1
1328144.34,14436.35,92,3,1,2,2,"BELLE VUE VILA MARIANA","r loefgreen, 702 . vila mariana",2014,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.5995253,-46.6323392,1
23100171.93,36550.9,632,4,4,4,7,"BELLINI","r do livramento, 250 . paraiso",2017,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.5795366,-46.6530716,1
72184009.6,63115.01,1143.69,4,4,4,12,"BELLINI","r do livramento, 250 . paraiso",2017,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.5795366,-46.6530716,1
56620636.24,37055.39,1528,4,4,4,10,"BELLINI","r do livramento, 250 . paraiso",2017,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.5795366,-46.6530716,1
932461.03,7770.52,120,4,2,3,2,"BELLISSIMO CLUBE","r orfanato do, 411 . vila prudente",2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILA PRUDENTE",-23.5796051,-46.5814229,1
500753.01,7153.61,70,3,1,2,1,"BELLISSIMO CLUBE","r orfanato do, 411 . vila prudente",2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILA PRUDENTE",-23.5796051,-46.5814229,1
714344.99,7809.62,91.47,3,1,2,2,"BELLISSIMO CLUBE","r orfanato do, 411 . vila prudente",2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILA PRUDENTE",-23.5796051,-46.5814229,1
418494.05,8338.19,50.19,2,0,1,1,"BELVEDERE","r catarina lopes, 28 . vila campanela",2014,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ITAQUERA",-23.5336704,-46.4568695,1
474376.57,9451.61,50.19,2,1,1,2,"BELVEDERE","r catarina lopes, 28 . vila campanela",2014,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ITAQUERA",-23.5336704,-46.4568695,1
512402.84,6166.1,83.1,3,2,3,2,"BELVEDERE","r jose da silva ribeiro, 415 . vila andrade",2014,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,"CAMPO LIMPO",-23.6252235,-46.7406154,1
222945.04,8917.8,25,1,0,1,0,"BEM VIVER 9 DE JULHO","av nove de julho, 544 . bela vista",2020,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,"SE",-23.5500144,-46.6435152,1
305753.19,8263.6,37,2,0,1,0,"BEM VIVER 9 DE JULHO","av nove de julho, 544 . bela vista",2020,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,"SE",-23.5500144,-46.6435152,1
224932.32,9372.18,24,1,0,1,0,"BEM VIVER BELA VISTA","r luiz porrio, 415 . bela vista",2021,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,"SE",-23.5531018,-46.6461784,1
291804.09,7679.06,38,2,0,2,0,"BEM VIVER BELA VISTA","r luiz porrio, 415 . bela vista",2021,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,"SE",-23.5531018,-46.6461784,1
444575.04,10060.53,44.19,2,0,1,1,"BEM VIVER CAMBUCI","r otto alencar, 315 . cambuci",2016,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"SE",-23.5593386,-46.6233843,1
374707.17,8979.32,41.73,2,0,1,0,"BEM VIVER CAMBUCI","r otto alencar, 315 . cambuci",2016,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"SE",-23.5593386,-46.6233843,1
