"ape_preco","ape_precom2","ape_area","ape_dorm","ape_suite","ape_banheiro","ape_vaga","cond_nome","cond_end","cond_ano","cond_n_torres","cond_elevador","salao.de.festas","espaco.gourmet","academia","salao.de.jogos","brinquedoteca","playground","churrasqueira","quadra","area.verde","piscina","espaco.zen","lavanderia","coworking","zeu","sp_nome","latitude","longitude","gi_df"
"740.000",11.746,63,2,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"970.000",18.301,53,2,1,2,1,"condominio all time jardim america","rua alves guimaraes, 1217 . vila madalena",2010,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,"PINHEIROS",-23.5525616,-46.6808333,0
"10.000.000",23.041,434,3,1,5,6,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"397.500",16.562,24,1,1,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"400.000",5714,70,2,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"960.000",17.777,54,2,0,1,1,"condominio living design","rua purpurina, 390 . vila madalena",2014,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,"PINHEIROS",-23.5541085,-46.6919461,0
"620.000",10000,62,1,0,1,1,"condominio ellen","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"755.000",9437,80,2,0,1,0,"condominio brasil & sao paulo & sergipe & aracaju","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"650.000",18.571,35,1,1,1,1,"condominio living design","rua purpurina, 390 . vila madalena",2014,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,"PINHEIROS",-23.5541085,-46.6919461,0
"990.000",12.222,81,1,1,2,1,"condominio castel de monaco","rua cristiano viana, 1241 . vila madalena",1984,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"PINHEIROS",-23.5529619,-46.6816448,0
"2.300.000",15.231,151,2,1,3,4,"condominio upcon girassol","rua girassol, 52 . vila madalena",2017,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,"PINHEIROS",-23.5578097,-46.6872844,0
"576.471",7686,75,2,0,1,0,"condominio santa madalena","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"700.000",7291,96,3,1,2,0,"condominio lopes","rua wisard 440, vila madalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"PINHEIROS",-23.5561005,-46.6911402,0
"958.768",10.421,92,2,0,2,1,"condominio girassol","rua girassol, 1585 . vila madalena",1976,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,"PINHEIROS",-23.5466122,-46.6941061,0
"485.995",6942,70,2,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.080.000",8870,124,3,1,2,1,"condominio ana flavia & vanessa","rua senador cesar lacerda vergueiro, 471 . vila madalena",1976,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"PINHEIROS",-23.546471,-46.6934557,0
"1.150.000",10.454,110,3,1,3,1,"condominio sesimbra","rua nazare paulista, 163 . vila madalena",1973,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"PINHEIROS",-23.5455154,-46.7010113,0
"610.000",10.338,59,2,1,2,1,"condominio monte paschoal","rua antonio borba, 192 . vila madalena",1987,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,"PINHEIROS",-23.5417349,-46.7025116,0
"1.170.012",11.818,99,3,1,3,2,"condominio villa arie","rua joao moura, 2381 . vila madalena",1992,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,"PINHEIROS",-23.5486319,-46.6883613,0
"798.000",13.758,58,1,0,1,1,"condominio rio das pedras","rua joao moura, 1347 . vila madalena",1984,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,"PINHEIROS",-23.5546186,-46.6820973,0
"500.000",17.857,28,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"552.000",8271,70,1,1,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6.700.000",18.356,365,4,1,5,6,"condominio paco do sol","rua agostinho bezerra, 50 . vila madalena",2003,2,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"PINHEIROS",-23.5528893,-46.6994755,0
"1.002.800",11.66,86,2,0,1,1,"condominio . rio iguacu","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.630.000",13.04,125,3,1,2,2,"condominio jatiuca","rua paulistania, 558 . vila madalena",1987,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,"PINHEIROS",-23.5485541,-46.6895666,0
"980.000",12.25,80,2,1,2,2,"condominio costa verde","rua joao moura, 1391 . vila madalena",1980,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"PINHEIROS",-23.5541157,-46.6824746,0
"1.350.000",10.384,130,3,1,2,2,"condominio pajucara","praca comendador manuel de melo pimenta, 115 . vila madalena",1991,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,"PINHEIROS",-23.5442853,-46.7050431,0
"1.300.000",10.236,127,3,1,2,2,"condominio araioses","praca francois belanger, 66 . vila madalena",1987,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,"PINHEIROS",-23.5422344,-46.6979658,0
"1.100.000",12.222,90,2,1,3,1,"condominio sunset square","rua ourania, 120 . vila madalena",1991,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,"PINHEIROS",-23.5527471,-46.6980886,0
"1.150.000",10.454,110,3,1,4,2,"condominio palo alto","rua harmonia, 765 . vila madalena",1990,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"PINHEIROS",-23.5519164,-46.6907762,0
"7.000.000",21.084,332,5,1,6,4,"condominio acervo pinheiros","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"560.000",7777,72,2,0,2,1,"condominio amplavisao","rua paulistania, 28 . vila madalena",1979,3,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,"PINHEIROS",-23.5453331,-46.6932458,0
"1.840.000",10.823,170,3,1,3,3,"condominio montpellier","rua beatriz, 195 . vila madalena",1983,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,"PINHEIROS",-23.5504029,-46.6971097,0
"3.200.000",10.666,300,3,1,NA,5,"condominio mansao dos moras","rua dos moras, 656 . vila madalena",1996,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,"PINHEIROS",-23.5564377,-46.6941853,0
"1.400.000",12.727,110,3,1,2,2,"condominio jardim das bandeiras","rua cristiano viana, 1089 . vila madalena",1978,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"PINHEIROS",-23.5539584,-46.6810312,0
"800.000",11.428,70,1,1,1,1,"condominio portobelo","rua pascoal vita, 405 . vila madalena",1984,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5521026,-46.6984376,0
