"ape_preco","ape_precom2","ape_area","ape_dorm","ape_suite","ape_banheiro","ape_vaga","cond_nome","cond_end","cond_ano","cond_n_torres","cond_elevador","salao.de.festas","espaco.gourmet","academia","salao.de.jogos","brinquedoteca","playground","churrasqueira","quadra","area.verde","piscina","espaco.zen","lavanderia","coworking","zeu","sp_nome","latitude","longitude","gi_df"
"1.007.400",7631,132,3,0,2,0,"condominio sao domingos","rua maria antonia, 215 . bela vista",1966,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5469004,-46.6506552,0
"780.000",9285,84,2,1,2,0,"condominio nacoes unidas","avenida paulista, 648 . bela vista",1959,4,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,"SE",-23.5671314,-46.6492416,0
"385.000",8555,45,1,0,1,0,"condominio conjunto habitacional bela vista g - torre a","rua conde de sao joaquim, 140 . bela vista",2017,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,"SE",-23.5572556,-46.6389326,0
"313.300",7832,40,1,0,1,0,"condominio avenida ","rua doutor plinio barreto, 95 . bela vista",1963,12,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.556829,-46.6505597,0
"1.950.000",15.853,123,3,1,2,2,"condominio paulista home resort","rua frei caneca, 640 . bela vista",2011,3,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"SE",-23.5534149,-46.6538394,0
"368.000",7360,50,1,0,1,1,"condominio glicinia","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"205.000",6212,33,1,0,1,0,"condominio ferreira pimpao","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.196.000",7035,170,2,1,3,0,"condominio guaira","rua doutor cesario mota junior, 454 . bela vista",1969,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5458948,-46.6490934,0
"1.000.000",6097,164,3,0,2,1,"condominio mario machado","rua treze de maio, 1203 . bela vista",1966,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE",-23.5636818,-46.6452736,0
"490.000",6447,76,2,0,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.200.000",21.818,55,1,1,1,1,"condominio ciragan - ciragan home","alameda ministro rocha azevedo, 38 . bela vista",2007,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,"SE",-23.5582628,-46.6566701,0
"1.111.000",14.618,76,3,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"735.000",9545,77,2,0,1,1,"condominio maison rochelle","rua santa madalena, 53 . bela vista",1989,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"SE",-23.5636863,-46.6416811,0
"481.265",3645,132,2,0,2,0,"condominio hubert","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"220.000",11.578,19,1,0,1,0,"condominio bandeirantes","avenida nove de julho, 1952 . bela vista",1969,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5582958,-46.6538374,0
"1.148.800",9264,124,2,0,2,1,"condominio licosa","rua bela cintra, 85 . bela vista",1970,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5513511,-46.6538631,0
"315.000",4256,74,1,0,1,0,"condominio paim","avenida nove de julho, 1289 . bela vista",1955,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"SE",-23.5547355,-46.648489,0
"265.503",8850,30,1,0,1,0,"condominio major diogo","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.000.000",6896,145,3,1,2,1,"condominio renata","rua doutor fausto ferraz, 131 . bela vista",1972,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5660416,-46.6464634,0
"2.350.000",6351,370,4,1,5,5,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"550.000",5555,99,2,0,1,0,"condominio augusta","rua augusta, 476 . bela vista",1960,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5513322,-46.6506171,0
"500.000",10.204,49,1,0,1,0,"condominio pampulha","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"644.500",15.345,42,1,1,1,1,"condominio nksp","rua paim, 363 . bela vista",2014,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,"SE",-23.5533088,-46.6510244,0
"624.107",6569,95,3,1,2,0,"condominio vanessa maria","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2.872.400",9836,292,4,1,3,2,"condominio novo horizonte e belo horizonte","rua cincinato braga, 511 . bela vista",1961,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5671717,-46.6476748,0
"650.000",5603,116,2,1,2,1,"condominio dona tereza","rua treze de maio, 95 . bela vista",1959,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5539359,-46.6467623,0
"970.000",9700,100,2,1,2,0,"condominio ana paula","rua marques de paranagua, 51 . bela vista",1972,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,"SE",-23.5488736,-46.6502614,0
"430.795",7179,60,1,0,1,0,"condominio marcia","rua dos bororos, 67 . bela vista",1964,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.558216,-46.640208,0
"495.000",5500,90,2,0,2,0,"condominio maria de jesus","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.900.000",8636,220,3,1,2,1,"condominio lorraine","rua dos franceses, 479 . bela vista",1964,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"SE",-23.5624097,-46.647557,0
"990.010",7071,140,2,0,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"500.000",3333,150,3,0,2,0,"condominio pires germano","avenida nove de julho, 1253 . bela vista",1970,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"SE",-23.5544363,-46.6482882,0
"2.250.000",9453,238,3,1,2,1,"condominio planalto","rua haddock lobo, 200 . bela vista",1965,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5553055,-46.659054,0
"450.000",9183,49,1,1,1,0,"condominio itaipu","rua augusta, 464 . bela vista",1974,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5512835,-46.6504568,0
"685.000",5661,121,3,0,2,1,"condominio maracai - guapore","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"370.000",5967,62,1,0,1,0,"condominio jardim santa fe","avenida nove de julho, 1854 . bela vista",1965,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5578895,-46.6535304,0
"395.000",10.128,39,1,0,1,0,"condominio renata","rua fernando de albuquerque, 248 . bela vista",1972,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5532254,-46.6584893,0
"425.000",9239,46,2,0,1,0,"condominio gardem plaza","rua rocha, 35 . bela vista",1975,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5565124,-46.6497761,0
"1.370.000",8529,170,2,1,3,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.050.000",7446,141,3,1,2,1,"condominio colonial","rua manoel dutra, 539 . bela vista",1956,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,"SE",-23.5558136,-46.6482871,0
"920.000",7796,118,3,1,3,1,"condominio mansao nova paulista","rua carlos sampaio, 138 . bela vista",1975,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5667652,-46.6459983,0
"360.000",14.4,25,1,0,1,0,"condominio you, central park","rua gravatai, 118 . bela vista",2021,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5489838,-46.6483796,0
"750.000",7653,98,3,0,2,0,"condominio conjunto guarani - jaci","praca quatorze bis 100, bela vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"SE",-23.5557886,-46.650509,0
"440.000",11,40,1,0,1,1,"condominio bella venizia","rua manoel dutra, 312 . bela vista",1991,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,"SE",-23.5552425,-46.6461756,0
"1.278.000",9128,140,1,1,2,0,"condominio beatriz","rua avanhandava, 281 . bela vista",1959,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5513529,-46.6468133,0
"480.000",5783,83,2,0,1,0,"ND","avenida brigadeiro luis antonio 993, bela vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SE",-23.5585099,-46.6414842,0
"720.000",8000,90,2,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.104.000",10.514,105,2,1,2,0,"condominio nacoes unidas","avenida paulista, 648 . bela vista",1959,4,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,"SE",-23.5671314,-46.6492416,0
"480.000",4897,98,2,0,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"750.000",15.625,48,1,0,1,1,"condominio iquali augusta","rua augusta, 810 . bela vista",2017,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,"SE",-23.552394,-46.6537865,0
"370.574",8823,42,1,1,1,0,"condominio bonus","rua doutor cesario mota junior, 291 . bela vista",1964,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5443712,-46.6488343,0
"220.000",6470,34,1,0,1,0,"condominio caiua","rua humaita, 349 . bela vista",1971,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5581635,-46.6418513,0
"1.040.000",10.612,98,2,0,1,1,"condominio itapoa","rua peixoto gomide, 326 . bela vista",1966,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.556851,-46.655971,0
"650.000",9848,66,2,0,1,0,"condominio malbi","rua general jardim 712, bela vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"SE",-23.5445059,-46.6514653,0
"490.000",5632,87,3,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"550.000",7142,77,2,0,2,0,"condominio edificio berguen","rua augusta 1378, bela vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SE",-23.5557436,-46.657905,0
"560.000",5894,95,2,1,1,0,"condominio edificio augustus","rua cunha horta, 83 . bela vista",1970,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5463926,-46.6487731,0
"1.080.000",7941,136,3,0,1,0,"condominio el ombu","rua caio prado, 30 . bela vista",1964,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,"SE",-23.5483062,-46.6491249,0
"640.000",5871,109,3,0,3,0,"condominio . jose goncalves","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"500.000",14.705,34,1,0,1,1,"condominio augusta hype living","rua augusta, 561 . bela vista",2015,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,"SE",-23.5519263,-46.6513646,0
"1.200.000",8955,134,3,1,4,1,"condominio mansao nova paulista","rua carlos sampaio, 138 . bela vista",1975,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5667652,-46.6459983,0
"370.000",16.086,23,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"430.000",10.238,42,1,1,1,1,"condominio paulista flat","alameda campinas, 105 . bela vista",1983,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.563354,-46.6505457,0
"900.000",5084,177,4,0,3,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"185.000",5285,35,1,0,1,0,"condominio antilhas","avenida nove de julho, 1021 . bela vista",1959,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5525924,-46.6472321,0
"1.500.000",6521,230,3,1,2,1,"condominio lorraine","rua dos franceses, 479 . bela vista",1964,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"SE",-23.5624097,-46.647557,0
"370.574",8055,46,1,0,1,0,"condominio bonus","rua doutor cesario mota junior, 291 . bela vista",1964,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5443712,-46.6488343,0
"800.000",8080,99,2,0,2,1,"condominio cristalia","alameda ribeirao preto, 267 . bela vista",1958,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5640379,-46.6498301,0
"426.000",17.75,24,1,0,1,0,"condominio you, central park","rua gravatai, 118 . bela vista",2021,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5489838,-46.6483796,0
"350.000",3500,100,1,0,1,1,"condominio dallas","rua frei caneca, 277 . bela vista",1983,11,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,"SE",-23.5524661,-46.6502243,0
"1.800.000",15,120,3,1,3,1,"condominio conjunto pracas dos franceses","rua dos franceses, 498 . bela vista",1974,7,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,"SE",-23.5625898,-46.6481471,0
"750.000",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"205.000",6212,33,1,0,1,0,"condominio ferreira pimpao","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"414.000",9857,42,1,0,1,0,"condominio marta","rua santa madalena, 267 . bela vista",1968,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5632378,-46.6437228,0
"700.000",23.333,30,NA,0,NA,1,"condominio blue tree paulista","rua peixoto gomide, 707 . bela vista",2001,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,"SE",-23.5601772,-46.6561377,0
"700.000",7954,88,2,0,2,1,"condominio marques de braganca","rua joao juliao, 296 . bela vista",1972,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5683669,-46.6429041,0
"1.540.000",9221,167,3,1,3,1,"condominio renascenca","rua treze de maio, 1610 . bela vista",1970,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5673184,-46.6445208,0
"668.012",7858,85,2,1,2,0,"condominio luzano","rua treze de maio, 1911 . bela vista",1963,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5700202,-46.6435088,0
"450.000",11.842,38,1,0,1,1,"condominio plaza bela vista","rua doutor plinio barreto, 141 . bela vista",1981,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5571544,-46.650696,0
"700.000",7777,90,2,0,2,0,"condominio rosa maria","rua barata ribeiro, 260 . bela vista",1947,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5560474,-46.6529945,0
"487.600",11.892,41,1,0,1,0,"condominio ceci ","rua doutor seng, 182 . bela vista",1972,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"SE",-23.5621939,-46.6503243,0
"550.000",8870,62,2,0,1,0,"condominio jardim santa fe","avenida nove de julho, 1854 . bela vista",1965,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5578895,-46.6535304,0
"670.000",13.137,51,1,1,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.250.000",9541,131,4,1,4,1,"condominio estoril","rua doutor fausto ferraz, 227 . bela vista",1959,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"SE",-23.565456,-46.6470436,0
"560.000",8888,63,1,0,2,0,"condominio eugenio de lima","alameda joaquim eugenio de lima, 142 . bela vista",1970,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5635502,-46.6486787,0
"550.000",8870,62,2,0,1,0,"condominio jardim santa fe","avenida nove de julho, 1854 . bela vista",1965,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5578895,-46.6535304,0
"1.300.000",14.444,90,2,1,2,0,"condominio nacoes unidas","avenida paulista, 648 . bela vista",1959,4,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,"SE",-23.5671314,-46.6492416,0
"330.000",7857,42,1,0,1,0,"condominio astro sul ","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"750.000",6048,124,2,0,2,0,"condominio conjunto guarani - jaci","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3.350.000",14.565,230,2,1,4,2,"condominio liria","rua pamplona, 237 . bela vista",1974,2,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,"SE",-23.5608114,-46.6513503,0
"1.500.000",19.736,76,2,1,2,1,"condominio move","alameda joaquim eugenio de lima, 113 . bela vista",2010,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,"SE",-23.5636917,-46.6481682,0
"645.000",7771,83,2,0,2,0,"condominio mathias ayres","rua matias aires, 268 . bela vista",1959,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5544107,-46.6582922,0
"522.000",6525,80,1,0,2,0,"condominio vila real","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"700.000",23.333,30,1,0,1,1,"condominio blue bird","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.900.000",10000,190,3,1,2,1,"condominio studium","rua pamplona 502, bela vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SE",-23.5627768,-46.6531566,0
"1.050.000",9545,110,2,1,2,0,"condominio silva","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"468.000",11.142,42,1,0,1,0,"condominio olinda","rua gravatai, 23 . bela vista",1960,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5488899,-46.6474576,0
"680.000",8000,85,2,1,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"400.000",5882,68,2,0,1,0,"condominio santa cordelia","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"498.000",16.6,30,NA,0,1,0,"ND","rua pedro taques 80, bela vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SE",-23.5523059,-46.6569747,0
"427.500",8382,51,2,0,2,0,"condominio itaipu","rua augusta, 464 . bela vista",1974,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5512835,-46.6504568,0
"2.000.000",9950,201,5,1,3,2,"condominio charrier","rua haddock lobo, 255 . bela vista",1968,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,"SE",-23.5559881,-46.6590119,0
"535.000",6002,82,2,1,3,0,"condominio paim","avenida nove de julho, 1289 . bela vista",1955,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"SE",-23.5547355,-46.648489,0
"217.000",8037,27,1,0,1,1,"condominio saint gotthard flat service","rua frei caneca, 128 . bela vista",1992,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"SE",-23.5514751,-46.6489689,0
"2.800.000",12.727,220,2,1,3,1,"condominio ana paula","rua marques de paranagua, 51 . bela vista",1972,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,"SE",-23.5488736,-46.6502614,0
"1.650.000",5574,296,4,1,4,1,"condominio tereza angela","alameda ribeirao preto, 145 . bela vista",1970,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5647434,-46.648746,0
"800.000",16.666,48,1,1,1,1,"condominio bc bela cintra","rua bela cintra, 561 . bela vista",2016,2,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,"SE",-23.553453,-46.6577502,0
"411.000",7472,55,2,0,1,0,"condominio icarai","rua itapeva, 56 . bela vista",1970,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,"SE",-23.5575259,-46.6504151,0
"300.000",6976,43,1,0,1,0,"condominio adriana","rua peixoto gomide, 379 . bela vista",1969,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5571564,-46.6552788,0
"415.000",11.216,37,1,0,1,1,"condominio bella venizia","rua manoel dutra, 312 . bela vista",1991,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,"SE",-23.5552425,-46.6461756,0
"1.070.000",6484,165,3,0,2,1,"condominio anita","rua cincinato braga, 130 . bela vista",1970,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"SE",-23.5692807,-46.6447557,0
"1.230.000",11.714,105,3,0,2,1,"condominio yucatan","rua itambe, 289 . bela vista",1971,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,"SE",-23.5478972,-46.6537355,0
"730.000",10000,70,3,0,2,2,"condominio villa magna & villa real","rua almirante marques leao, 638 . bela vista",1979,2,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,"SE",-23.562294,-46.6495292,0
"820.000",9753,81,2,0,1,0,"condominio sao lourenco","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"495.000",8250,60,1,0,1,0,"condominio syraino","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"635.000",15.487,41,1,1,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"320.000",6666,48,1,0,1,1,"condominio juazeiro","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"241.512",6708,36,1,0,1,1,"condominio almirante","rua almirante marques leao, 267 . bela vista",1978,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5589737,-46.6484596,0
"292.000",5407,54,1,0,1,0,"condominio ravena","rua major diogo, 666 . bela vista",1969,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5570995,-46.6429477,0
"202.425",6134,33,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"347.000",13.346,26,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"670.000",15.952,42,1,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"795.000",8112,98,3,0,2,1,"condominio jatoba","rua frei caneca, 784 . bela vista",1972,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5542843,-46.6547017,0
"401.443",6690,60,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"536.929",8948,60,2,0,1,0,"condominio flavia","rua augusta, 580 . bela vista",1964,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.551655,-46.6515931,0
"453.000",9060,50,2,0,1,0,"condominio conjunto habitacional nova perimetral","avenida brigadeiro luis antonio, 733 . bela vista",1970,3,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,"SE",-23.5568639,-46.6391928,0
"550.000",11,50,1,0,1,0,"condominio villa bela","rua doutor vila nova, 35 . bela vista",1962,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5440797,-46.6501924,0
"280.000",10000,28,1,1,1,1,"condominio apolo studim","rua doutor penaforte mendes, 157 . bela vista",1990,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,"SE",-23.5546409,-46.6518323,0
"580.000",7532,77,2,0,2,0,"condominio pocos de caldas","rua peixoto gomide, 296 . bela vista",1968,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5564952,-46.6557849,0
"425.000",9239,46,2,0,1,0,"condominio gardem plaza","rua rocha, 35 . bela vista",1975,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5565124,-46.6497761,0
"450.000",15,30,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"660.000",6734,98,2,0,2,0,"condominio edificio berguen","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"290.000",4461,65,1,0,1,0,"condominio general jardim","rua general jardim, 370 . bela vista",1962,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5446011,-46.6481505,0
"402.797",8756,46,1,0,1,0,"condominio bonus","rua doutor cesario mota junior, 291 . bela vista",1964,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5443712,-46.6488343,0
"320.000",8000,40,1,0,1,0,"condominio polaris","avenida brigadeiro luis antonio, 1272 . bela vista",1965,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5601007,-46.6435509,0
"1.200.000",10.434,115,3,1,2,2,"condominio mathias ayres","rua matias aires, 268 . bela vista",1959,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5544107,-46.6582922,0
"791.162",4794,165,3,0,3,1,"condominio lille","rua treze de maio, 1240 . bela vista",1962,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,"SE",-23.5641487,-46.6458303,0
"799.000",8322,96,3,0,2,1,"condominio maceio","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"760.000",11.875,64,2,1,2,2,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
